id,class_solexs,goes_class,peak_utc,test_period,status,bins,T_peak_MK,T_peak_err_MK,T_max_MK,T_max_before_peak_s,fe_ew_peak_keV,peak_rate_cps,goes_ratio_peak,T_peak_slope1_MK,T_peak_slope1.6_MK,within_flare_spearman_T_goes_ratio,T_cdte_peak_MK,T_cdte_peak_err_MK,T_solexs_same_minute_MK
AL1-20241215-2007,M2.9,M3.0,2024-12-15 20:24:00,0,ok,11,19.8,0.52,22.6,90.0,2.798,2984.7,0.17857,18.48,21.63,,,,
AL1-20241215-2050,C7.5,C7.5,2024-12-15 21:00:00,0,ok,16,15.31,1.81,21.37,310.0,1.029,728.5,0.08775,,,,,,
AL1-20241219-0915,C5.2,C5.0,2024-12-19 09:19:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241219-1021,M1.6,M1.6,2024-12-19 10:37:00,0,ok,73,14.5,0.74,24.53,410.0,1.888,1558.5,0.13103,13.67,15.48,0.896,,,
AL1-20241219-1346,C7.8,C7.1,2024-12-19 13:52:00,0,ok,17,12.05,1.07,20.25,70.0,2.601,774.7,0.10836,11.89,13.31,-0.143,,,
AL1-20241219-1424,C7.7,C7.6,2024-12-19 14:31:00,0,ok,15,15.99,1.54,23.55,90.0,3.047,749.6,0.10806,15.04,17.17,,,,
AL1-20241219-1503,C6.3,C5.9,2024-12-19 15:07:00,0,ok,5,14.72,1.41,16.55,30.0,3.015,612.3,0.10087,14.85,16.94,,,,
AL1-20241219-1528,M3.9,M3.7,2024-12-19 15:34:00,0,ok,20,22.24,0.63,23.9,-10.0,2.411,2577.9,0.25505,21.95,26.36,0.771,,,
AL1-20241219-1704,C5.9,C5.9,2024-12-19 17:16:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241219-1748,C7.5,C7.2,2024-12-19 18:10:00,0,ok,29,11.9,1.26,18.65,570.0,1.619,753.4,0.08292,11.69,13.06,0.817,,,
AL1-20241220-0720,M2.1,M2.1,2024-12-20 07:26:00,0,ok,29,18.52,0.68,22.84,150.0,2.482,1978.0,0.17419,16.75,19.36,1.0,,,
AL1-20241220-0855,C9.8,C9.3,2024-12-20 09:01:00,0,ok,16,17.89,1.14,22.73,70.0,2.204,928.0,0.1407,16.62,19.18,,,,
AL1-20241220-1003,C9.9,C9.3,2024-12-20 10:11:00,0,ok,15,21.02,1.47,21.02,10.0,1.628,872.9,0.13857,18.9,22.18,,,,
AL1-20241220-1114,M2.9,M2.4,2024-12-20 11:18:00,0,ok,8,22.78,1.5,22.78,10.0,2.475,891.6,0.23118,20.85,24.83,,,,
AL1-20241221-2030,C8.4,C8.3,2024-12-21 20:36:00,0,ok,18,17.5,1.39,21.93,110.0,1.784,786.9,0.12128,14.54,16.54,0.314,,,
AL1-20241221-2159,C6.7,C6.7,2024-12-21 22:08:00,0,ok,6,16.34,1.85,16.34,10.0,1.992,627.2,0.0941,14.94,17.05,,,,
AL1-20241221-2301,C9.3,C9.5,2024-12-21 23:05:00,0,ok,6,18.99,1.93,18.99,10.0,1.748,592.4,0.09821,16.34,18.83,,,,
AL1-20241224-0014,M4.6,M4.7,2024-12-24 00:19:00,0,ok,16,20.66,0.47,22.92,90.0,2.31,4233.9,0.18668,18.38,21.49,,,,
AL1-20241224-0143,C9.2,,2024-12-24 02:07:00,0,ok,63,14.17,1.24,19.85,690.0,1.639,902.9,0.09787,13.35,15.06,0.785,,,
AL1-20241224-0837,M4.0,M4.1,2024-12-24 08:41:00,0,ok,17,21.24,0.5,22.91,50.0,2.49,3549.8,0.20696,19.3,22.72,,,,
AL1-20241224-0934,C8.9,C8.9,2024-12-24 09:40:00,0,ok,26,15.25,1.16,21.84,110.0,2.389,830.3,0.11341,13.42,15.16,0.6,,,
AL1-20241224-1125,C6.3,,2024-12-24 11:53:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241224-1310,C5.5,C5.8,2024-12-24 13:15:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241224-1402,M1.1,M1.1,2024-12-24 14:09:00,0,ok,14,18.67,1.56,21.52,70.0,1.175,1053.5,0.10118,14.53,16.52,,,,
AL1-20241224-1507,C8.2,C8.4,2024-12-24 15:23:00,0,ok,27,10.5,1.2,19.6,630.0,1.497,839.2,0.07361,,,0.833,,,
AL1-20241224-1624,M1.2,M1.3,2024-12-24 16:34:00,0,ok,18,17.11,1.27,19.14,110.0,2.036,1238.5,0.09931,14.16,16.07,0.314,,,
AL1-20241224-1819,M1.1,M1.0,2024-12-24 18:24:00,0,ok,16,19.9,1.49,19.9,10.0,2.177,800.1,0.11657,17.32,20.1,0.943,,,
AL1-20241224-1930,C5.5,C5.8,2024-12-24 19:39:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241224-1947,C5.8,C6.6,2024-12-24 19:54:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241224-2009,C9.6,M1.0,2024-12-24 20:27:00,0,ok,34,12.23,1.17,17.08,290.0,0.971,965.1,0.08408,11.34,12.63,0.673,,,
AL1-20241224-2223,M1.1,M1.2,2024-12-24 22:33:00,0,ok,35,17.56,1.0,19.44,150.0,1.975,1111.2,0.1351,15.33,17.54,0.655,,,
AL1-20241224-2315,C6.0,,2024-12-24 23:44:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241225-0413,M2.7,M2.8,2024-12-25 04:29:00,0,ok,43,18.83,0.62,20.64,390.0,2.128,2515.8,0.16554,17.36,20.15,0.701,,,
AL1-20241228-0352,C6.9,C7.6,2024-12-28 04:04:00,0,ok,3,15.35,1.79,17.23,50.0,1.014,715.5,0.074,,,,,,
AL1-20241228-0444,C8.0,,2024-12-28 05:05:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241228-0712,C5.7,C6.2,2024-12-28 07:16:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241228-0803,C7.8,C7.9,2024-12-28 08:08:00,0,ok,8,15.31,1.27,19.53,50.0,2.035,764.5,0.09464,14.68,16.73,,,,
AL1-20241228-1104,C7.2,C7.1,2024-12-28 11:08:00,0,ok,3,19.77,2.24,19.77,10.0,1.153,681.4,0.09096,17.38,20.14,,,,
AL1-20241228-1112,M4.2,M4.5,2024-12-28 11:21:00,0,ok,43,18.99,0.46,22.97,310.0,1.922,4058.2,0.1787,17.43,20.24,0.556,,,
AL1-20241228-1514,M1.3,M1.3,2024-12-28 15:18:00,0,ok,17,18.91,0.99,21.02,90.0,2.66,1287.0,0.13464,17.4,20.21,,,,
AL1-20241228-2206,M1.2,M1.2,2024-12-28 22:14:00,0,ok,26,17.39,1.36,19.31,110.0,1.803,1200.3,0.09027,15.46,17.7,0.762,,,
AL1-20241229-0222,C9.2,M1.0,2024-12-29 02:35:00,0,ok,5,16.26,1.65,16.26,10.0,0.898,968.7,0.06351,15.1,17.24,,,,
AL1-20241229-0238,M1.2,M1.3,2024-12-29 02:45:00,0,ok,9,17.25,1.92,22.08,-10.0,1.091,1162.3,0.09742,15.91,18.21,,,,
AL1-20241229-0325,M1.2,M1.3,2024-12-29 03:30:00,0,ok,17,18.4,1.7,24.88,50.0,1.265,1260.3,0.09505,15.98,18.31,0.2,,,
AL1-20241229-0355,M1.1,M1.2,2024-12-29 04:05:00,0,ok,16,14.38,1.55,17.87,210.0,0.744,1151.3,0.07569,13.13,14.79,,,,
AL1-20241229-0421,M1.7,M2.0,2024-12-29 04:30:00,0,ok,59,14.53,0.98,22.11,350.0,1.495,1805.2,0.09413,13.45,15.21,0.811,,,
AL1-20241229-0514,M2.9,M3.1,2024-12-29 05:26:00,0,ok,40,14.67,0.6,29.27,550.0,1.627,2887.6,0.11141,14.33,16.28,0.945,,,
AL1-20241229-0540,M3.5,M3.5,2024-12-29 05:46:00,0,ok,34,20.88,0.7,21.73,110.0,1.363,2591.3,0.19744,18.84,22.08,0.409,,,
AL1-20241229-0646,M3.0,M3.0,2024-12-29 06:58:00,0,ok,51,22.05,0.74,24.28,50.0,1.755,2793.3,0.17887,20.76,24.68,0.203,,,
AL1-20241229-0708,X1.1,X1.1,2024-12-29 07:18:00,0,ok,63,21.64,0.29,33.1,450.0,1.072,10090.1,0.25759,19.29,22.69,0.283,,,
AL1-20241229-1029,M2.4,M2.6,2024-12-29 10:39:00,0,ok,57,17.97,0.91,20.65,390.0,2.204,2465.4,0.1037,16.75,19.32,0.751,,,
AL1-20241229-1215,M1.7,M1.6,2024-12-29 12:24:00,0,ok,16,23.57,0.94,23.57,10.0,1.649,1563.5,0.16152,19.82,23.43,,,,
AL1-20241229-1238,C8.3,,2024-12-29 12:48:00,0,ok,3,19.45,2.04,19.45,-10.0,1.206,904.8,0.06415,,,,,,
AL1-20241229-1250,M1.2,M1.3,2024-12-29 12:55:00,0,ok,10,16.8,1.99,20.52,-10.0,1.003,1116.9,0.10549,17.24,19.92,,,,
AL1-20241229-1407,M1.1,,2024-12-29 14:33:00,0,ok,58,14.41,1.44,17.55,590.0,0.733,1133.6,0.07309,13.83,15.66,0.523,,,
AL1-20241229-1504,M7.1,M7.1,2024-12-29 15:09:00,0,ok,43,23.53,0.38,28.3,190.0,1.765,6345.9,0.28275,21.71,26.03,0.833,,,
AL1-20241229-1657,M3.2,M3.3,2024-12-29 17:07:00,0,ok,45,19.8,0.53,23.31,210.0,2.177,2996.7,0.20443,18.13,21.16,0.65,,,
AL1-20241229-1827,M3.1,M3.3,2024-12-29 18:41:00,0,ok,41,18.8,0.63,25.62,570.0,1.595,2967.2,0.15562,16.91,19.55,0.291,,,
AL1-20241229-1959,C8.2,C8.8,2024-12-29 20:03:00,0,ok,4,13.27,1.45,18.36,-110.0,1.638,827.4,0.07611,14.27,16.2,,,,
AL1-20241229-2032,M1.0,M1.0,2024-12-29 20:39:00,0,ok,18,17.21,1.14,19.07,70.0,2.157,1030.5,0.11465,17.5,20.34,0.893,,,
AL1-20241229-2144,M1.7,M1.8,2024-12-29 22:06:00,0,ok,57,13.73,0.76,23.6,1010.0,1.828,1659.7,0.11217,13.89,15.74,0.393,,,
AL1-20241229-2248,C7.6,,2024-12-29 22:57:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241229-2323,M1.8,M1.9,2024-12-29 23:30:00,0,ok,19,18.05,0.81,22.14,130.0,1.565,1835.8,0.13106,17.24,19.99,0.943,,,
AL1-20241230-0036,M1.6,M1.7,2024-12-30 00:47:00,0,ok,45,17.67,0.83,21.52,310.0,1.531,1550.8,0.14809,17.72,20.62,0.814,,,
AL1-20241230-0249,M1.6,M1.7,2024-12-30 03:00:00,0,ok,29,16.42,0.87,19.78,190.0,1.754,1622.5,0.1222,16.13,18.56,0.733,,,
AL1-20241230-0400,X1.5,X1.5,2024-12-30 04:14:00,0,ok,84,22.8,0.23,26.92,170.0,1.182,13210.5,0.29266,20.3,24.08,0.877,,,
AL1-20241230-0613,M3.3,M3.5,2024-12-30 06:24:00,0,ok,65,17.73,0.55,19.72,170.0,1.621,3110.3,0.1595,16.15,18.58,0.606,,,
AL1-20241230-0833,M1.6,M1.7,2024-12-30 08:50:00,0,ok,51,16.59,0.89,23.91,770.0,1.809,1609.7,0.11496,14.88,16.97,0.436,,,
AL1-20241230-0955,M1.6,M1.7,2024-12-30 10:10:00,0,ok,27,18.26,0.91,19.86,90.0,1.591,1556.7,0.12542,15.82,18.17,0.833,,,
AL1-20241230-1352,C5.7,C6.0,2024-12-30 14:00:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241230-1435,M3.6,M3.5,2024-12-30 14:46:00,0,ok,33,19.31,0.47,24.79,110.0,1.685,3368.2,0.21066,18.31,21.39,0.709,,,
AL1-20241230-1648,M5.3,M5.0,2024-12-30 16:54:00,0,ok,12,26.01,0.88,26.01,10.0,1.923,1841.0,0.28532,24.46,29.97,,,,
AL1-20241230-1712,M1.1,M1.2,2024-12-30 17:30:00,0,ok,27,14.76,1.06,20.1,90.0,1.505,1125.4,0.09901,13.33,15.05,0.433,,,
AL1-20241230-1736,M1.6,M1.6,2024-12-30 17:42:00,0,ok,22,17.27,1.02,26.11,170.0,2.576,1601.3,0.13828,18.0,20.93,0.571,,,
AL1-20241230-1812,M1.7,M1.7,2024-12-30 18:32:00,0,ok,61,16.38,0.82,22.36,650.0,1.424,1627.2,0.13748,16.04,18.44,0.532,,,
AL1-20241230-2021,C5.1,C5.5,2024-12-30 20:28:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241230-2125,C6.7,C6.5,2024-12-30 21:33:00,0,ok,3,21.08,1.47,21.08,-30.0,2.205,770.2,0.10168,,,,,,
AL1-20241230-2147,C7.0,C7.6,2024-12-30 22:25:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241230-2234,C8.8,C9.9,2024-12-30 22:41:00,0,ok,10,14.89,1.61,23.34,110.0,1.88,907.4,0.07259,13.67,15.45,,,,
AL1-20241231-0004,C6.9,C7.2,2024-12-31 00:15:00,0,ok,5,15.33,1.66,15.33,10.0,1.255,708.0,0.07753,13.42,15.17,,,,
AL1-20241231-0455,C9.2,M1.0,2024-12-31 05:00:00,0,ok,10,16.05,1.35,22.23,50.0,2.419,926.4,0.08817,13.28,14.98,,,,
AL1-20241231-0858,C6.8,C7.5,2024-12-31 09:24:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241231-1614,C5.3,C5.7,2024-12-31 16:31:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20241231-2108,C6.5,,2024-12-31 21:21:00,0,ok,1,13.39,1.47,13.39,-50.0,2.009,683.9,0.07905,,,,,,
AL1-20241231-2122,M1.8,M2.0,2024-12-31 21:50:00,0,ok,87,11.61,0.89,18.17,1030.0,1.256,1932.5,0.09279,10.73,11.92,0.803,,,
AL1-20241231-2202,M2.6,M2.7,2024-12-31 22:15:00,0,ok,73,13.87,0.94,21.72,330.0,2.01,2650.8,0.10466,13.67,15.44,0.669,,,
AL1-20241231-2246,M2.5,M2.9,2024-12-31 22:50:00,0,ok,20,18.46,0.78,24.78,150.0,2.172,2631.9,0.1079,15.97,18.34,0.829,,,
AL1-20250101-0338,C7.8,C8.1,2025-01-01 03:50:00,0,ok,14,17.82,1.9,17.82,10.0,0.628,821.0,0.08012,17.2,19.92,,,,
AL1-20250101-0434,M1.1,M1.1,2025-01-01 04:44:00,0,ok,43,15.17,1.09,22.62,250.0,2.265,1045.8,0.11024,14.24,16.17,0.857,,,
AL1-20250101-1007,C6.6,C7.0,2025-01-01 10:20:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250101-1148,C5.6,C5.8,2025-01-01 11:54:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250101-1324,C5.1,C5.6,2025-01-01 13:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250101-1511,C9.8,M1.0,2025-01-01 15:24:00,0,ok,28,18.09,1.43,18.09,10.0,1.648,1001.5,0.10091,14.57,16.58,0.667,,,
AL1-20250101-1722,C5.9,,2025-01-01 17:58:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250101-1804,M1.2,M1.2,2025-01-01 18:16:00,0,ok,37,18.89,1.29,24.96,270.0,1.764,1156.8,0.12011,18.22,21.25,0.813,,,
AL1-20250101-1936,C7.4,C7.9,2025-01-01 19:48:00,0,ok,10,11.67,1.35,18.99,210.0,3.096,759.6,0.07564,12.34,13.85,,,,
AL1-20250101-2132,M1.1,M1.1,2025-01-01 21:41:00,0,ok,9,17.28,1.45,21.01,50.0,2.1,1077.5,0.09639,15.51,17.73,,,,
AL1-20250101-2220,C7.3,C7.6,2025-01-01 22:39:00,0,ok,1,15.23,1.79,15.23,730.0,0.592,663.5,0.06652,,,,,,
AL1-20250102-0608,C7.2,C7.5,2025-01-02 06:18:00,0,ok,14,15.32,1.53,18.39,110.0,1.143,713.9,0.08763,15.14,17.31,,,,
AL1-20250102-1207,C6.5,C6.4,2025-01-02 12:19:00,0,ok,8,13.73,1.45,18.04,30.0,2.444,668.5,0.08536,12.11,13.57,,,,
AL1-20250102-1709,M1.1,M1.1,2025-01-02 17:39:00,0,ok,28,16.89,1.44,16.95,-10.0,1.252,1030.0,0.08637,16.11,18.53,0.433,,,
AL1-20250103-1128,X1.1,X1.2,2025-01-03 11:39:00,0,ok,45,21.13,0.25,27.39,290.0,1.439,10282.1,0.27826,19.56,23.07,0.8,,,
AL1-20250103-2018,C9.7,C9.7,2025-01-03 20:39:00,0,ok,64,16.08,1.11,19.35,130.0,1.42,937.2,0.12683,14.74,16.8,0.694,,,
AL1-20250103-2149,M2.3,M2.3,2025-01-03 22:11:00,0,ok,66,16.08,0.62,22.44,310.0,1.506,2118.2,0.16709,15.01,17.14,0.923,,,
AL1-20250103-2236,X1.1,X1.1,2025-01-03 22:41:00,0,ok,35,20.6,0.27,23.64,150.0,1.537,9582.0,0.24366,18.49,21.63,0.936,,,
AL1-20250103-2314,M1.8,M1.9,2025-01-03 23:24:00,0,ok,45,15.37,0.97,23.62,390.0,1.227,1765.5,0.13465,15.92,18.23,0.714,,,
AL1-20250103-2350,M5.6,M5.8,2025-01-03 23:56:00,0,ok,25,20.74,0.41,28.28,230.0,2.035,5266.6,0.22068,18.89,22.16,0.619,,,
AL1-20250104-0346,C5.6,C5.9,2025-01-04 03:52:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250104-0500,M7.8,M7.6,2025-01-04 05:17:00,0,ok,54,21.26,0.32,25.09,170.0,1.384,6623.1,0.26857,19.61,23.14,0.759,,,
AL1-20250104-0828,C8.7,C8.6,2025-01-04 08:49:00,0,ok,49,15.31,1.27,19.71,390.0,0.958,828.8,0.1143,12.23,13.72,0.829,,,
AL1-20250104-1118,C7.0,C7.1,2025-01-04 11:32:00,0,ok,7,13.93,1.51,15.21,-30.0,1.314,672.6,0.08785,13.65,15.45,,,,
AL1-20250104-1235,X1.7,X1.8,2025-01-04 12:47:00,0,ok,40,23.26,0.22,25.24,130.0,1.351,14547.3,0.30341,20.93,24.94,0.956,,,
AL1-20250104-1416,C8.3,,2025-01-04 15:08:00,0,ok,1,12.05,1.41,12.05,730.0,1.012,854.9,0.05956,,,,,,
AL1-20250104-1836,C7.0,,2025-01-04 19:11:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250104-2135,C5.2,C5.8,2025-01-04 21:42:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250104-2302,M2.1,M2.1,2025-01-04 23:25:00,0,ok,54,17.85,0.69,19.63,410.0,2.023,1951.5,0.17234,16.73,19.33,0.752,,,
AL1-20250105-0211,M1.6,,2025-01-05 02:26:00,0,ok,20,20.3,0.89,22.39,190.0,1.744,1427.0,0.16779,17.88,20.83,0.464,,,
AL1-20250105-0228,M4.0,M4.1,2025-01-05 02:38:00,0,ok,49,18.06,0.64,27.3,390.0,1.777,3670.9,0.20794,17.19,19.95,0.929,,,
AL1-20250105-0648,C7.8,C7.2,2025-01-05 06:58:00,0,ok,5,19.14,2.03,20.97,-10.0,1.528,519.8,0.1315,20.39,24.21,,,,
AL1-20250105-0704,M2.1,M2.1,2025-01-05 07:18:00,0,ok,82,17.38,0.73,21.97,270.0,1.933,1967.5,0.18039,16.5,19.03,0.918,,,
AL1-20250105-0908,M4.0,M4.1,2025-01-05 09:35:00,0,ok,86,17.39,0.44,19.52,330.0,1.962,3790.4,0.19462,16.3,18.78,0.851,,,
AL1-20250105-1518,M2.4,M2.4,2025-01-05 15:37:00,0,ok,32,15.87,0.59,19.97,210.0,1.728,2248.3,0.15056,14.61,16.64,0.964,,,
AL1-20250106-0143,M3.3,M3.1,2025-01-06 01:51:00,0,ok,44,24.03,0.65,24.03,10.0,1.497,2536.8,0.26858,21.56,25.82,0.987,,,
AL1-20250106-0252,C5.6,C5.3,2025-01-06 02:57:00,0,ok,5,17.9,2.01,17.9,-10.0,1.435,491.8,0.11395,,,,,,
AL1-20250106-0333,C8.5,,2025-01-06 03:44:00,0,ok,6,18.79,1.36,19.47,50.0,2.059,646.6,0.16011,16.09,18.51,,,,
AL1-20250106-0345,M1.4,M1.4,2025-01-06 03:50:00,0,ok,13,16.6,1.07,18.84,30.0,1.742,1266.8,0.14432,15.62,17.9,,,,
AL1-20250106-0948,C6.6,C6.6,2025-01-06 09:58:00,0,ok,2,16.64,1.92,16.64,130.0,0.824,556.7,0.09557,,,,,,
AL1-20250106-1616,M4.5,M4.8,2025-01-06 16:23:00,0,ok,25,18.94,0.45,22.23,130.0,2.591,3760.8,0.21117,18.06,21.07,0.976,,,
AL1-20250106-1657,C8.5,C9.0,2025-01-06 17:10:00,0,ok,40,15.07,1.47,22.55,330.0,1.472,785.0,0.11607,14.92,16.99,0.956,,,
AL1-20250107-2235,M1.1,M1.1,2025-01-07 23:07:00,0,ok,62,12.69,1.04,16.46,530.0,1.042,1109.6,0.09378,11.32,12.63,0.599,,,
AL1-20250108-0627,C9.3,C9.8,2025-01-08 06:37:00,0,ok,14,14.07,1.03,16.49,-10.0,2.318,829.5,0.11406,14.8,16.88,,,,
AL1-20250109-0021,M1.1,M1.1,2025-01-09 00:26:00,0,ok,20,19.44,1.11,22.75,30.0,2.267,881.1,0.17747,17.5,20.33,0.964,,,
AL1-20250109-2133,C5.1,C5.0,2025-01-09 21:40:00,0,ok,3,18.07,1.88,18.07,10.0,2.137,478.2,0.11899,17.07,19.77,,,,
AL1-20250110-0925,C6.0,C6.1,2025-01-10 09:42:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250110-2229,M1.0,C9.9,2025-01-10 22:46:00,0,ok,22,16.05,1.07,20.43,110.0,1.645,928.4,0.13093,15.16,17.34,0.929,,,
AL1-20250114-1519,C6.6,C6.2,2025-01-14 15:26:00,0,ok,10,15.11,1.65,19.09,70.0,2.39,671.0,0.09872,15.14,17.29,,,,
AL1-20250115-0850,C6.6,C6.2,2025-01-15 08:56:00,0,ok,7,18.07,1.55,18.25,30.0,0.994,643.6,0.11092,14.03,15.92,,,,
AL1-20250116-1658,C5.1,C5.1,2025-01-16 17:02:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250116-1711,C6.0,C5.8,2025-01-16 17:22:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250117-0156,M1.3,M1.2,2025-01-17 02:11:00,0,ok,21,18.34,0.99,25.86,170.0,1.263,1181.5,0.15651,17.08,19.78,0.643,,,
AL1-20250117-0242,C8.0,C7.9,2025-01-17 02:54:00,0,ok,13,17.26,1.63,19.7,30.0,1.829,726.1,0.10569,16.36,18.85,,,,
AL1-20250117-0312,M1.1,M1.1,2025-01-17 03:20:00,0,ok,40,16.14,1.14,22.09,250.0,1.872,1029.0,0.11506,14.45,16.43,0.688,,,
AL1-20250118-0222,C9.0,C8.8,2025-01-18 02:29:00,0,ok,17,16.6,1.65,23.9,130.0,1.725,663.4,0.10658,15.41,17.6,,,,
AL1-20250118-0303,M1.1,M1.1,2025-01-18 03:07:00,0,ok,10,18.29,1.64,19.03,30.0,1.422,859.4,0.09404,17.1,19.76,,,,
AL1-20250118-0831,C9.4,C8.4,2025-01-18 08:36:00,0,ok,14,22.24,1.42,22.24,10.0,1.913,631.2,0.15475,19.6,23.12,,,,
AL1-20250118-1143,C5.9,C5.0,2025-01-18 11:47:00,0,ok,5,16.87,1.78,16.87,10.0,1.414,366.3,0.09693,16.74,19.34,,,,
AL1-20250118-1305,C5.4,C5.0,2025-01-18 13:11:00,0,ok,1,16.69,1.87,16.69,10.0,1.072,360.8,0.08806,13.92,15.78,,,,
AL1-20250118-1348,C6.2,C6.1,2025-01-18 14:38:00,0,ok,1,18.93,2.09,18.93,10.0,2.137,406.1,0.0758,17.53,20.36,,,,
AL1-20250118-1546,C7.1,C6.9,2025-01-18 15:50:00,0,ok,3,18.12,1.61,18.12,10.0,2.046,464.1,0.09711,17.77,20.68,,,,
AL1-20250119-1404,C5.4,C4.9,2025-01-19 14:15:00,0,ok,2,14.22,1.51,16.73,30.0,2.481,353.8,0.0945,12.86,14.48,,,,
AL1-20250119-1703,C8.3,C8.1,2025-01-19 17:07:00,0,ok,10,18.57,1.51,21.79,50.0,1.899,534.9,0.10932,17.02,19.71,,,,
AL1-20250119-2100,C5.6,C5.1,2025-01-19 21:09:00,0,ok,2,13.56,1.54,15.37,30.0,1.607,381.2,0.07652,13.99,15.86,,,,
AL1-20250120-0831,C5.3,C5.0,2025-01-20 08:36:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250120-1113,C5.4,C4.3,2025-01-20 11:19:00,0,ok,4,18.58,1.88,21.55,30.0,1.798,320.6,0.09418,17.12,19.84,,,,
AL1-20250120-1309,C7.5,C6.0,2025-01-20 13:15:00,0,ok,9,16.48,1.34,20.91,50.0,1.306,449.5,0.12288,14.25,16.19,,,,
AL1-20250122-0600,C7.6,C7.1,2025-01-22 06:34:00,0,ok,81,11.53,1.28,20.12,1430.0,0.83,512.8,0.09745,11.91,13.32,0.623,,,
AL1-20250122-1044,M1.2,M1.3,2025-01-22 11:06:00,0,ok,91,12.86,1.09,17.02,90.0,1.623,1044.8,0.08214,12.58,14.15,0.702,,,
AL1-20250123-0155,C9.9,C9.1,2025-01-23 02:03:00,0,ok,48,19.79,1.26,24.25,150.0,2.123,703.7,0.15551,16.16,18.6,0.876,,,
AL1-20250123-1629,C9.0,C8.0,2025-01-23 16:36:00,0,ok,14,16.18,1.32,19.04,90.0,1.481,610.6,0.11607,15.54,17.81,,,,
AL1-20250124-1115,C6.1,C5.7,2025-01-24 11:36:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250124-1148,M1.1,C9.8,2025-01-24 12:21:00,0,ok,104,11.79,1.23,20.19,1250.0,1.689,840.9,0.10267,12.67,14.22,0.458,,,
AL1-20250124-1347,C7.2,,2025-01-24 14:03:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250124-1612,C8.3,C8.7,2025-01-24 16:19:00,0,ok,3,14.48,1.54,14.57,-10.0,1.23,632.8,0.06475,14.67,16.7,,,,
AL1-20250124-1719,C5.0,C5.1,2025-01-24 17:24:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250124-2048,M2.7,M2.7,2025-01-24 21:03:00,0,ok,60,17.62,0.6,22.19,370.0,2.065,2346.6,0.16331,16.44,18.96,0.623,,,
AL1-20250125-0018,C6.8,C6.5,2025-01-25 00:22:00,0,ok,3,14.49,1.68,19.85,-70.0,2.191,491.9,0.08632,,,,,,
AL1-20250125-0725,C6.1,C5.8,2025-01-25 07:32:00,0,ok,6,13.87,1.59,18.71,-30.0,2.382,392.8,0.09568,13.52,15.28,,,,
AL1-20250125-1716,C6.2,C5.4,2025-01-25 17:26:00,0,ok,9,15.05,1.62,18.46,110.0,1.768,414.4,0.08855,12.72,14.31,,,,
AL1-20250126-1535,C5.1,C4.5,2025-01-26 15:47:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250128-1654,C5.5,C5.3,2025-01-28 17:04:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250128-1927,M1.6,M1.6,2025-01-28 19:44:00,0,ok,14,17.62,1.12,18.29,-70.0,2.468,904.1,0.16044,17.1,19.81,,,,
AL1-20250131-0547,C9.9,M1.0,2025-01-31 06:10:00,0,ok,20,14.02,1.49,16.48,210.0,1.214,804.9,0.08142,13.09,14.73,-0.571,,,
AL1-20250131-0955,C6.1,C6.0,2025-01-31 10:24:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250131-1123,C5.7,C5.2,2025-01-31 11:30:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20250131-1341,M6.4,M6.6,2025-01-31 14:06:00,0,ok,104,17.15,0.35,23.81,1030.0,1.592,5939.8,0.17843,16.18,18.62,0.751,,,
AL1-20250131-1658,C5.4,C5.4,2025-01-31 17:03:00,0,no fittable bins,,,,,,,,,,,,,,
