id,t_utc,t_rel_peak_s,rate_cps,T_MK,T_err_MK,log_amp,fe_ew_keV
AL1-20240204-1622,2024-02-04 16:30:20,-450.0,995.9,15.49,1.66,7.92,1.199
AL1-20240204-1622,2024-02-04 16:30:40,-430.0,995.3,13.35,1.38,8.69,1.233
AL1-20240204-1622,2024-02-04 16:31:00,-410.0,1005.0,14.07,1.53,8.437,1.114
AL1-20240204-1622,2024-02-04 16:31:20,-390.0,1021.5,16.12,1.56,7.94,1.029
AL1-20240204-1622,2024-02-04 16:31:40,-370.0,1032.5,15.74,1.59,7.971,0.985
AL1-20240204-1622,2024-02-04 16:32:00,-350.0,1058.9,16.27,1.59,7.88,1.671
AL1-20240204-1622,2024-02-04 16:32:20,-330.0,1068.7,16.89,1.58,7.844,0.979
AL1-20240204-1622,2024-02-04 16:32:40,-310.0,1081.2,16.66,1.61,7.828,1.275
AL1-20240204-1622,2024-02-04 16:33:00,-290.0,1102.5,18.12,1.66,7.597,1.395
AL1-20240204-1622,2024-02-04 16:33:20,-270.0,1097.3,19.61,1.76,7.355,0.799
AL1-20240204-1622,2024-02-04 16:33:40,-250.0,1103.3,12.75,1.27,8.992,1.567
AL1-20240204-1622,2024-02-04 16:34:00,-230.0,1104.2,16.17,1.56,7.939,0.615
AL1-20240204-1622,2024-02-04 16:34:20,-210.0,1106.0,14.93,1.41,8.293,0.648
AL1-20240204-1622,2024-02-04 16:34:40,-190.0,1106.3,14.2,1.55,8.321,0.348
AL1-20240204-1622,2024-02-04 16:35:00,-170.0,1088.2,11.46,1.38,9.25,1.664
AL1-20240204-1622,2024-02-04 16:35:20,-150.0,1075.2,16.53,1.93,7.474,0.365
AL1-20240204-1622,2024-02-04 16:35:40,-130.0,1082.0,17.37,1.91,7.443,0.529
AL1-20240204-1622,2024-02-04 16:36:00,-110.0,1101.5,15.23,1.61,8.047,0.432
AL1-20240204-1622,2024-02-04 16:36:20,-90.0,1180.7,18.32,1.55,7.725,0.97
AL1-20240204-1622,2024-02-04 16:36:40,-70.0,1325.4,20.45,1.32,7.887,1.308
AL1-20240204-1622,2024-02-04 16:37:00,-50.0,1454.3,17.93,0.99,8.593,2.052
AL1-20240204-1622,2024-02-04 16:37:20,-30.0,1538.5,19.35,1.0,8.467,1.509
AL1-20240204-1622,2024-02-04 16:37:40,-10.0,1612.3,17.27,0.89,8.88,1.819
AL1-20240204-1622,2024-02-04 16:38:00,10.0,1671.2,18.84,0.93,8.644,1.612
AL1-20240204-1622,2024-02-04 16:38:20,30.0,1670.4,19.29,0.99,8.47,1.37
AL1-20240204-1622,2024-02-04 16:38:40,50.0,1670.2,16.43,0.88,8.993,1.587
AL1-20240204-1622,2024-02-04 16:39:00,70.0,1661.8,15.41,0.88,9.125,1.978
AL1-20240204-1622,2024-02-04 16:39:20,90.0,1646.2,15.32,0.9,9.1,1.834
AL1-20240204-1622,2024-02-04 16:39:40,110.0,1619.0,13.41,0.82,9.581,2.019
AL1-20240204-1622,2024-02-04 16:40:00,130.0,1590.2,15.28,0.98,8.916,1.293
AL1-20240204-1622,2024-02-04 16:40:20,150.0,1578.4,17.17,1.07,8.517,0.944
AL1-20240204-1622,2024-02-04 16:40:40,170.0,1543.5,13.96,0.94,9.216,1.236
AL1-20240204-1622,2024-02-04 16:41:00,190.0,1500.3,13.65,0.96,9.215,1.175
AL1-20240204-1622,2024-02-04 16:41:20,210.0,1468.0,12.27,0.95,9.563,1.49
AL1-20240204-1622,2024-02-04 16:41:40,230.0,1436.1,14.06,1.15,8.84,0.574
AL1-20240204-1622,2024-02-04 16:42:00,250.0,1400.5,12.57,1.15,9.163,0.956
AL1-20240204-1622,2024-02-04 16:42:20,270.0,1356.8,12.95,1.17,9.023,0.164
AL1-20240204-1622,2024-02-04 16:42:40,290.0,1332.8,13.46,1.28,8.736,-0.054
AL1-20240204-1622,2024-02-04 16:43:00,310.0,1295.0,9.94,1.12,10.031,1.343
AL1-20240204-1622,2024-02-04 16:43:20,330.0,1276.7,10.94,1.26,9.488,0.074
AL1-20240204-1622,2024-02-04 16:43:40,350.0,1254.1,9.79,1.29,9.96,0.208
AL1-20240204-1704,2024-02-04 17:08:40,-190.0,618.9,19.14,2.18,6.893,1.748
AL1-20240204-1704,2024-02-04 17:09:00,-170.0,674.1,18.38,1.87,7.262,1.717
AL1-20240204-1704,2024-02-04 17:09:20,-150.0,731.8,15.98,1.41,8.06,2.159
AL1-20240204-1704,2024-02-04 17:09:40,-130.0,807.4,20.47,1.58,7.438,1.625
AL1-20240204-1704,2024-02-04 17:10:00,-110.0,910.0,20.3,1.33,7.789,1.782
AL1-20240204-1704,2024-02-04 17:10:20,-90.0,1042.2,22.27,1.25,7.844,1.707
AL1-20240204-1704,2024-02-04 17:10:40,-70.0,1159.4,21.12,1.08,8.164,1.728
AL1-20240204-1704,2024-02-04 17:11:00,-50.0,1244.2,19.25,0.94,8.53,1.828
AL1-20240204-1704,2024-02-04 17:11:20,-30.0,1342.2,17.69,0.86,8.823,2.155
AL1-20240204-1704,2024-02-04 17:11:40,-10.0,1386.2,18.63,0.91,8.637,1.848
AL1-20240204-1704,2024-02-04 17:12:00,10.0,1432.5,17.76,0.87,8.798,1.95
AL1-20240204-1704,2024-02-04 17:12:20,30.0,1454.8,17.1,0.84,8.929,1.6
AL1-20240204-1704,2024-02-04 17:12:40,50.0,1456.8,18.35,0.94,8.596,1.689
AL1-20240204-1704,2024-02-04 17:13:00,70.0,1454.9,17.23,0.95,8.679,2.089
AL1-20240204-1704,2024-02-04 17:13:20,90.0,1447.8,14.56,0.8,9.356,1.837
AL1-20240204-1704,2024-02-04 17:13:40,110.0,1426.0,13.87,0.8,9.45,2.007
AL1-20240204-1704,2024-02-04 17:14:00,130.0,1397.5,15.17,0.91,9.016,1.336
AL1-20240204-1704,2024-02-04 17:14:20,150.0,1339.8,13.39,0.87,9.391,1.839
AL1-20240204-1704,2024-02-04 17:14:40,170.0,1292.0,11.81,0.82,9.837,1.662
AL1-20240204-1704,2024-02-04 17:15:00,190.0,1259.8,14.04,1.01,8.988,1.214
AL1-20240204-1704,2024-02-04 17:15:20,210.0,1214.8,14.02,1.06,8.877,1.146
AL1-20240204-1704,2024-02-04 17:15:40,230.0,1180.3,13.2,1.02,9.136,1.321
AL1-20240204-1704,2024-02-04 17:16:00,250.0,1156.0,13.77,1.12,8.827,0.794
AL1-20240204-1704,2024-02-04 17:16:20,270.0,1108.3,11.54,1.04,9.443,1.52
AL1-20240204-1704,2024-02-04 17:16:40,290.0,1077.1,12.62,1.19,8.93,1.155
AL1-20240204-1704,2024-02-04 17:17:00,310.0,1034.5,13.4,1.23,8.699,0.691
AL1-20240204-1704,2024-02-04 17:17:20,330.0,998.6,10.07,1.01,9.938,1.274
AL1-20240204-1704,2024-02-04 17:17:40,350.0,975.9,13.0,1.4,8.572,0.997
AL1-20240204-1816,2024-02-04 18:24:40,-190.0,661.0,23.37,2.07,6.799,0.556
AL1-20240204-1816,2024-02-04 18:25:00,-170.0,788.0,19.54,1.38,7.741,1.636
AL1-20240204-1816,2024-02-04 18:25:20,-150.0,903.9,19.07,1.24,7.994,1.372
AL1-20240204-1816,2024-02-04 18:25:40,-130.0,948.6,20.11,1.25,7.915,1.344
AL1-20240204-1816,2024-02-04 18:26:00,-110.0,997.0,20.96,1.25,7.87,1.02
AL1-20240204-1816,2024-02-04 18:26:20,-90.0,1051.8,17.36,1.02,8.509,1.669
AL1-20240204-1816,2024-02-04 18:26:40,-70.0,1075.5,19.6,1.18,8.046,1.484
AL1-20240204-1816,2024-02-04 18:27:00,-50.0,1104.5,18.39,1.07,8.332,1.87
AL1-20240204-1816,2024-02-04 18:27:20,-30.0,1121.3,18.16,1.04,8.403,1.5
AL1-20240204-1816,2024-02-04 18:27:40,-10.0,1141.1,15.16,0.92,8.974,2.326
AL1-20240204-1816,2024-02-04 18:28:00,10.0,1172.0,18.37,1.07,8.33,1.627
AL1-20240204-1816,2024-02-04 18:28:20,30.0,1189.2,16.81,1.02,8.566,1.469
AL1-20240204-1816,2024-02-04 18:28:40,50.0,1196.1,16.31,0.98,8.705,2.274
AL1-20240204-1816,2024-02-04 18:29:00,70.0,1206.9,14.12,0.85,9.276,1.913
AL1-20240204-1816,2024-02-04 18:29:20,90.0,1201.7,15.78,1.01,8.699,1.851
AL1-20240204-1816,2024-02-04 18:29:40,110.0,1196.4,15.11,0.95,8.914,1.912
AL1-20240204-1816,2024-02-04 18:30:00,130.0,1175.8,16.47,1.11,8.429,1.315
AL1-20240204-1816,2024-02-04 18:30:20,150.0,1147.5,15.66,1.1,8.541,1.725
AL1-20240204-1816,2024-02-04 18:30:40,170.0,1124.7,14.23,1.04,8.865,1.371
AL1-20240204-1816,2024-02-04 18:31:00,190.0,1099.5,14.49,1.09,8.74,1.35
AL1-20240204-1816,2024-02-04 18:31:20,210.0,1090.3,13.52,1.07,8.94,1.414
AL1-20240204-1816,2024-02-04 18:31:40,230.0,1061.0,12.86,1.11,8.995,1.985
AL1-20240204-1816,2024-02-04 18:32:00,250.0,1047.5,13.41,1.12,8.867,1.867
AL1-20240204-1816,2024-02-04 18:32:20,270.0,1030.2,12.3,1.08,9.159,1.606
AL1-20240204-1816,2024-02-04 18:32:40,290.0,1024.1,12.49,1.15,8.996,1.184
AL1-20240204-1816,2024-02-04 18:33:00,310.0,1008.8,12.44,1.2,8.921,1.845
AL1-20240204-1816,2024-02-04 18:33:20,330.0,1006.5,14.6,1.34,8.302,0.705
AL1-20240204-1816,2024-02-04 18:33:40,350.0,990.9,11.02,0.98,9.669,1.523
AL1-20240204-1816,2024-02-04 18:34:00,370.0,975.8,10.89,1.02,9.621,1.845
AL1-20240204-1816,2024-02-04 18:34:20,390.0,987.5,11.78,1.16,9.142,1.04
AL1-20240204-1816,2024-02-04 18:34:40,410.0,990.3,12.99,1.18,8.837,1.068
AL1-20240204-1816,2024-02-04 18:35:00,430.0,1010.4,13.42,1.22,8.698,0.972
AL1-20240204-1816,2024-02-04 18:35:20,450.0,1012.0,13.81,1.19,8.666,0.789
AL1-20240204-1816,2024-02-04 18:35:40,470.0,1036.8,15.27,1.37,8.173,1.212
AL1-20240204-1816,2024-02-04 18:36:00,490.0,1060.1,12.31,1.04,9.229,1.181
AL1-20240204-1816,2024-02-04 18:36:20,510.0,1097.1,11.7,1.0,9.461,1.483
AL1-20240204-1816,2024-02-04 18:36:40,530.0,1094.4,12.33,1.08,9.151,0.767
AL1-20240204-1816,2024-02-04 18:37:00,550.0,1077.3,12.73,1.2,8.868,0.723
AL1-20240204-1816,2024-02-04 18:37:20,570.0,1058.8,9.77,0.97,10.087,1.188
AL1-20240204-1816,2024-02-04 18:37:40,590.0,1058.5,9.57,0.92,10.255,1.594
AL1-20240204-1816,2024-02-04 18:38:00,610.0,1039.7,8.59,0.86,10.808,2.776
AL1-20240204-1816,2024-02-04 18:38:20,630.0,1020.6,9.91,1.1,9.787,0.658
AL1-20240204-1816,2024-02-04 18:38:40,650.0,1012.1,10.08,1.04,9.834,0.283
AL1-20240204-1816,2024-02-04 18:39:00,670.0,985.7,10.0,1.15,9.67,0.287
AL1-20240204-2052,2024-02-04 20:55:20,-90.0,688.8,15.3,1.82,7.695,2.88
AL1-20240204-2052,2024-02-04 20:55:40,-70.0,881.9,17.79,1.45,7.808,1.8
AL1-20240204-2052,2024-02-04 20:56:00,-50.0,1042.8,16.89,1.18,8.305,2.879
AL1-20240204-2052,2024-02-04 20:56:20,-30.0,1170.3,17.59,1.05,8.455,3.363
AL1-20240204-2052,2024-02-04 20:56:40,-10.0,1276.2,18.41,1.0,8.488,2.45
AL1-20240204-2052,2024-02-04 20:57:00,10.0,1344.5,18.77,1.0,8.443,2.782
AL1-20240204-2052,2024-02-04 20:57:20,30.0,1343.5,16.92,0.93,8.765,2.849
AL1-20240204-2052,2024-02-04 20:57:40,50.0,1297.4,16.83,1.0,8.63,2.569
AL1-20240204-2052,2024-02-04 20:58:00,70.0,1225.5,16.32,1.03,8.624,2.869
AL1-20240204-2052,2024-02-04 20:58:20,90.0,1162.9,17.31,1.17,8.265,2.714
AL1-20240204-2052,2024-02-04 20:58:40,110.0,1118.2,13.81,0.99,9.07,3.032
AL1-20240204-2052,2024-02-04 20:59:00,130.0,1065.7,16.94,1.31,8.081,2.602
AL1-20240204-2052,2024-02-04 20:59:20,150.0,982.8,15.46,1.3,8.272,2.448
AL1-20240204-2052,2024-02-04 20:59:40,170.0,942.6,15.58,1.44,8.116,1.726
AL1-20240204-2221,2024-02-04 22:25:00,-710.0,829.5,18.35,1.98,7.149,2.476
AL1-20240204-2221,2024-02-04 22:25:20,-690.0,942.4,17.75,1.58,7.636,1.757
AL1-20240204-2221,2024-02-04 22:25:40,-670.0,1098.0,17.91,1.33,7.964,1.916
AL1-20240204-2221,2024-02-04 22:26:00,-650.0,1280.5,20.9,1.31,7.798,1.513
AL1-20240204-2221,2024-02-04 22:26:20,-630.0,1449.8,20.45,1.21,7.969,1.804
AL1-20240204-2221,2024-02-04 22:26:40,-610.0,1614.5,19.07,1.01,8.406,1.787
AL1-20240204-2221,2024-02-04 22:27:00,-590.0,1803.8,17.53,0.85,8.863,1.973
AL1-20240204-2221,2024-02-04 22:27:20,-570.0,1990.5,16.11,0.76,9.246,1.962
AL1-20240204-2221,2024-02-04 22:27:40,-550.0,2124.8,16.98,0.73,9.216,1.559
AL1-20240204-2221,2024-02-04 22:28:00,-530.0,2243.4,16.68,0.72,9.293,1.758
AL1-20240204-2221,2024-02-04 22:28:20,-510.0,2265.4,15.43,0.67,9.564,1.514
AL1-20240204-2221,2024-02-04 22:28:40,-490.0,2254.0,14.35,0.65,9.808,1.725
AL1-20240204-2221,2024-02-04 22:29:00,-470.0,2260.2,14.24,0.66,9.789,1.845
AL1-20240204-2221,2024-02-04 22:29:20,-450.0,2216.0,14.17,0.68,9.724,1.73
AL1-20240204-2221,2024-02-04 22:29:40,-430.0,2216.5,13.55,0.65,9.937,1.786
AL1-20240204-2221,2024-02-04 22:30:00,-410.0,2214.6,14.38,0.69,9.675,1.614
AL1-20240204-2221,2024-02-04 22:30:20,-390.0,2191.2,14.41,0.68,9.7,1.883
AL1-20240204-2221,2024-02-04 22:30:40,-370.0,2175.3,15.88,0.76,9.278,1.615
AL1-20240204-2221,2024-02-04 22:31:00,-350.0,2174.7,15.98,0.75,9.282,1.502
AL1-20240204-2221,2024-02-04 22:31:20,-330.0,2151.5,15.25,0.73,9.439,1.71
AL1-20240204-2221,2024-02-04 22:31:40,-310.0,2103.4,15.48,0.77,9.301,1.549
AL1-20240204-2221,2024-02-04 22:32:00,-290.0,2061.4,15.19,0.75,9.38,1.34
AL1-20240204-2221,2024-02-04 22:32:20,-270.0,2033.5,14.25,0.73,9.576,1.395
AL1-20240204-2221,2024-02-04 22:32:40,-250.0,1980.4,13.7,0.76,9.614,1.752
AL1-20240204-2221,2024-02-04 22:33:00,-230.0,1949.5,14.15,0.78,9.477,1.575
AL1-20240204-2221,2024-02-04 22:33:20,-210.0,1912.5,12.85,0.74,9.822,1.651
AL1-20240204-2221,2024-02-04 22:33:40,-190.0,1901.7,13.69,0.78,9.542,1.492
AL1-20240204-2221,2024-02-04 22:34:00,-170.0,1864.1,15.29,0.9,9.007,1.108
AL1-20240204-2221,2024-02-04 22:34:20,-150.0,1842.7,11.32,0.69,10.301,2.029
AL1-20240204-2221,2024-02-04 22:34:40,-130.0,1825.0,12.63,0.77,9.789,1.564
AL1-20240204-2221,2024-02-04 22:35:00,-110.0,1846.7,15.12,0.88,9.081,1.341
AL1-20240204-2221,2024-02-04 22:35:20,-90.0,1920.3,15.56,0.83,9.136,1.192
AL1-20240204-2221,2024-02-04 22:35:40,-70.0,2054.2,15.62,0.77,9.278,1.547
AL1-20240204-2221,2024-02-04 22:36:00,-50.0,2251.0,18.83,0.8,8.887,1.639
AL1-20240204-2221,2024-02-04 22:36:20,-30.0,2512.8,19.58,0.72,9.046,1.777
AL1-20240204-2221,2024-02-04 22:36:40,-10.0,2815.6,19.81,0.66,9.202,1.979
AL1-20240204-2221,2024-02-04 22:37:00,10.0,2894.8,18.45,0.6,9.486,1.678
AL1-20240204-2221,2024-02-04 22:37:20,30.0,2820.8,18.07,0.62,9.464,1.681
AL1-20240204-2221,2024-02-04 22:37:40,50.0,2717.9,16.5,0.6,9.674,1.643
AL1-20240204-2221,2024-02-04 22:38:00,70.0,2653.6,15.53,0.59,9.827,1.712
AL1-20240204-2221,2024-02-04 22:38:20,90.0,2609.1,14.9,0.57,9.953,1.584
AL1-20240204-2221,2024-02-04 22:38:40,110.0,2526.7,15.59,0.63,9.684,1.524
AL1-20240204-2221,2024-02-04 22:39:00,130.0,2484.3,14.99,0.62,9.777,1.308
AL1-20240204-2221,2024-02-04 22:39:20,150.0,2458.7,14.74,0.65,9.741,1.621
AL1-20240204-2221,2024-02-04 22:39:40,170.0,2449.8,15.64,0.67,9.547,1.212
AL1-20240204-2221,2024-02-04 22:40:00,190.0,2401.2,13.15,0.59,10.184,1.673
AL1-20240204-2221,2024-02-04 22:40:20,210.0,2375.2,14.12,0.66,9.817,1.094
AL1-20240204-2221,2024-02-04 22:40:40,230.0,2317.9,13.21,0.65,10.015,1.42
AL1-20240204-2221,2024-02-04 22:41:00,250.0,2272.5,12.47,0.64,10.17,1.252
AL1-20240204-2221,2024-02-04 22:41:20,270.0,2219.2,11.37,0.6,10.58,1.26
AL1-20240204-2221,2024-02-04 22:41:40,290.0,2176.7,12.34,0.67,10.119,1.099
AL1-20240204-2221,2024-02-04 22:42:00,310.0,2117.7,11.74,0.7,10.194,1.257
AL1-20240204-2221,2024-02-04 22:42:20,330.0,2084.1,11.4,0.69,10.29,1.514
AL1-20240204-2221,2024-02-04 22:42:40,350.0,2017.6,10.96,0.66,10.492,0.924
AL1-20240204-2221,2024-02-04 22:43:00,370.0,1969.5,11.02,0.72,10.319,0.951
AL1-20240204-2221,2024-02-04 22:43:20,390.0,1924.4,10.35,0.66,10.675,1.206
AL1-20240204-2221,2024-02-04 22:43:40,410.0,1906.8,11.47,0.75,10.106,0.889
AL1-20240204-2221,2024-02-04 22:44:00,430.0,1862.5,10.35,0.69,10.591,1.132
AL1-20240204-2221,2024-02-04 22:44:20,450.0,1834.9,10.76,0.77,10.29,0.978
AL1-20240204-2221,2024-02-04 22:44:40,470.0,1775.0,11.51,0.84,9.901,0.839
AL1-20240204-2221,2024-02-04 22:45:00,490.0,1750.6,11.83,0.85,9.797,0.836
AL1-20240204-2221,2024-02-04 22:45:20,510.0,1775.0,11.56,0.81,9.927,1.43
AL1-20240204-2221,2024-02-04 22:45:40,530.0,1758.0,13.84,0.91,9.235,1.095
AL1-20240204-2221,2024-02-04 22:46:00,550.0,1764.7,12.91,0.86,9.51,1.586
AL1-20240204-2221,2024-02-04 22:46:20,570.0,1780.5,13.87,0.87,9.307,1.336
AL1-20240204-2221,2024-02-04 22:46:40,590.0,1799.9,13.99,0.87,9.28,1.191
AL1-20240204-2221,2024-02-04 22:47:00,610.0,1813.3,16.04,1.0,8.715,1.175
AL1-20240204-2221,2024-02-04 22:47:20,630.0,1827.9,14.48,0.87,9.212,1.486
AL1-20240204-2221,2024-02-04 22:47:40,650.0,1819.2,13.54,0.79,9.544,1.666
AL1-20240204-2221,2024-02-04 22:48:00,670.0,1851.2,14.37,0.82,9.329,1.534
AL1-20240204-2221,2024-02-04 22:48:20,690.0,1836.8,15.94,0.89,8.949,0.936
AL1-20240204-2221,2024-02-04 22:48:40,710.0,1852.2,15.03,0.86,9.139,1.024
AL1-20240204-2221,2024-02-04 22:49:00,730.0,1800.2,13.65,0.84,9.421,1.476
AL1-20240204-2221,2024-02-04 22:49:20,750.0,1773.2,12.51,0.79,9.757,1.872
AL1-20240204-2221,2024-02-04 22:49:40,770.0,1735.1,13.29,0.85,9.449,0.901
AL1-20240204-2221,2024-02-04 22:50:00,790.0,1711.5,12.79,0.9,9.447,1.642
AL1-20240204-2221,2024-02-04 22:50:20,810.0,1695.8,11.8,0.84,9.814,1.351
AL1-20240204-2221,2024-02-04 22:50:40,830.0,1660.8,12.43,0.91,9.536,0.832
AL1-20240205-0323,2024-02-05 03:27:20,-90.0,786.6,19.1,2.2,7.005,1.572
AL1-20240205-0323,2024-02-05 03:27:40,-70.0,843.3,18.03,1.73,7.484,1.52
AL1-20240205-0323,2024-02-05 03:28:00,-50.0,865.1,14.06,1.35,8.501,2.059
AL1-20240205-0323,2024-02-05 03:28:20,-30.0,876.0,15.12,1.37,8.296,2.139
AL1-20240205-0323,2024-02-05 03:28:40,-10.0,926.6,18.39,1.48,7.738,1.587
AL1-20240205-0323,2024-02-05 03:29:00,10.0,941.0,18.36,1.54,7.683,1.739
AL1-20240205-0323,2024-02-05 03:29:20,30.0,970.1,18.44,1.51,7.753,1.788
AL1-20240205-0323,2024-02-05 03:29:40,50.0,939.4,15.78,1.54,8.064,3.117
AL1-20240205-0323,2024-02-05 03:30:00,70.0,910.0,13.25,1.35,8.653,2.089
AL1-20240205-0323,2024-02-05 03:30:20,90.0,893.1,18.2,1.71,7.484,0.741
AL1-20240205-0323,2024-02-05 03:30:40,110.0,882.4,14.93,1.59,8.078,1.387
AL1-20240205-0323,2024-02-05 03:31:00,130.0,889.1,18.47,1.79,7.452,1.087
AL1-20240205-0323,2024-02-05 03:31:20,150.0,874.8,14.53,1.45,8.277,2.059
AL1-20240205-0323,2024-02-05 03:31:40,170.0,829.7,13.84,1.67,8.172,1.543
AL1-20240205-0413,2024-02-05 04:21:00,-410.0,594.0,21.18,2.45,6.548,1.118
AL1-20240205-0413,2024-02-05 04:21:20,-390.0,630.8,16.35,1.8,7.516,1.837
AL1-20240205-0413,2024-02-05 04:21:40,-370.0,670.1,16.59,1.64,7.662,1.387
AL1-20240205-0413,2024-02-05 04:22:00,-350.0,697.6,16.91,1.6,7.682,1.437
AL1-20240205-0413,2024-02-05 04:22:20,-330.0,724.9,17.03,1.63,7.629,1.04
AL1-20240205-0413,2024-02-05 04:22:40,-310.0,764.0,12.91,1.23,8.806,2.575
AL1-20240205-0413,2024-02-05 04:23:00,-290.0,787.2,17.35,1.62,7.61,0.949
AL1-20240205-0413,2024-02-05 04:23:20,-270.0,800.2,13.06,1.23,8.762,1.062
AL1-20240205-0413,2024-02-05 04:23:40,-250.0,807.2,16.12,1.5,7.898,0.581
AL1-20240205-0413,2024-02-05 04:24:00,-230.0,821.6,13.91,1.37,8.399,1.454
AL1-20240205-0413,2024-02-05 04:24:20,-210.0,848.9,15.1,1.3,8.304,1.536
AL1-20240205-0413,2024-02-05 04:24:40,-190.0,923.8,17.76,1.27,8.043,1.067
AL1-20240205-0413,2024-02-05 04:25:00,-170.0,1033.3,21.27,1.32,7.761,1.206
AL1-20240205-0413,2024-02-05 04:25:20,-150.0,1189.2,23.71,1.28,7.745,1.424
AL1-20240205-0413,2024-02-05 04:25:40,-130.0,1413.5,21.24,0.95,8.406,1.666
AL1-20240205-0413,2024-02-05 04:26:00,-110.0,1621.7,20.37,0.78,8.831,1.775
AL1-20240205-0413,2024-02-05 04:26:20,-90.0,1833.5,20.44,0.74,8.952,2.039
AL1-20240205-0413,2024-02-05 04:26:40,-70.0,1989.2,20.47,0.69,9.066,1.895
AL1-20240205-0413,2024-02-05 04:27:00,-50.0,2085.8,19.23,0.64,9.284,1.912
AL1-20240205-0413,2024-02-05 04:27:20,-30.0,2154.0,19.22,0.64,9.312,1.712
AL1-20240205-0413,2024-02-05 04:27:40,-10.0,2180.6,19.38,0.64,9.285,1.474
AL1-20240205-0413,2024-02-05 04:28:00,10.0,2196.0,18.51,0.65,9.328,1.664
AL1-20240205-0413,2024-02-05 04:28:20,30.0,2222.6,16.45,0.59,9.709,1.874
AL1-20240205-0413,2024-02-05 04:28:40,50.0,2239.0,16.82,0.59,9.673,1.365
AL1-20240205-0413,2024-02-05 04:29:00,70.0,2195.7,16.36,0.61,9.651,1.553
AL1-20240205-0413,2024-02-05 04:29:20,90.0,2169.3,14.79,0.57,9.967,1.768
AL1-20240205-0413,2024-02-05 04:29:40,110.0,2149.5,14.74,0.6,9.898,1.57
AL1-20240205-0413,2024-02-05 04:30:00,130.0,2130.0,14.18,0.58,10.053,1.573
AL1-20240205-0413,2024-02-05 04:30:20,150.0,2083.8,13.87,0.59,10.056,1.708
AL1-20240205-0413,2024-02-05 04:30:40,170.0,2052.4,12.81,0.56,10.353,1.758
AL1-20240205-0413,2024-02-05 04:31:00,190.0,2015.4,13.16,0.61,10.122,1.17
AL1-20240205-0413,2024-02-05 04:31:20,210.0,1943.1,12.05,0.6,10.397,1.502
AL1-20240205-0413,2024-02-05 04:31:40,230.0,1903.7,12.49,0.64,10.179,1.209
AL1-20240205-0413,2024-02-05 04:32:00,250.0,1870.5,12.42,0.67,10.078,0.877
AL1-20240205-0413,2024-02-05 04:32:20,270.0,1796.3,12.28,0.68,10.091,1.083
AL1-20240205-0413,2024-02-05 04:32:40,290.0,1754.0,11.27,0.66,10.385,1.001
AL1-20240205-0413,2024-02-05 04:33:00,310.0,1707.8,11.13,0.66,10.427,0.696
AL1-20240205-0413,2024-02-05 04:33:20,330.0,1645.5,11.83,0.75,10.008,0.39
AL1-20240205-0413,2024-02-05 04:33:40,350.0,1602.5,12.37,0.84,9.662,0.135
AL1-20240205-0413,2024-02-05 04:34:00,370.0,1543.8,10.76,0.78,10.225,0.555
AL1-20240205-0413,2024-02-05 04:34:20,390.0,1507.5,10.14,0.77,10.441,0.447
AL1-20240205-0413,2024-02-05 04:34:40,410.0,1440.8,12.12,0.96,9.444,0.061
AL1-20240205-0413,2024-02-05 04:35:00,430.0,1413.6,11.11,0.91,9.803,0.269
AL1-20240205-0413,2024-02-05 04:35:20,450.0,1364.5,8.89,0.76,10.944,0.75
AL1-20240205-0413,2024-02-05 04:35:40,470.0,1323.4,9.45,0.81,10.575,0.772
AL1-20240205-0609,2024-02-05 06:20:40,-70.0,855.3,15.05,1.35,8.233,2.338
AL1-20240205-0609,2024-02-05 06:21:00,-50.0,1062.7,15.82,1.15,8.45,2.058
AL1-20240205-0609,2024-02-05 06:21:20,-30.0,1308.9,20.53,1.1,8.143,2.176
AL1-20240205-0609,2024-02-05 06:21:40,-10.0,1496.7,20.3,0.96,8.438,2.392
AL1-20240205-0609,2024-02-05 06:22:00,10.0,1539.4,19.24,0.88,8.67,2.839
AL1-20240205-0609,2024-02-05 06:22:20,30.0,1511.6,20.32,0.97,8.409,2.498
AL1-20240205-0609,2024-02-05 06:22:40,50.0,1476.3,17.43,0.9,8.764,2.642
AL1-20240205-0609,2024-02-05 06:23:00,70.0,1437.7,17.28,0.89,8.789,3.179
AL1-20240205-0609,2024-02-05 06:23:20,90.0,1387.0,15.5,0.85,9.081,2.813
AL1-20240205-0609,2024-02-05 06:23:40,110.0,1331.2,18.06,1.03,8.442,2.123
AL1-20240205-0609,2024-02-05 06:24:00,130.0,1247.5,16.52,1.0,8.642,1.969
AL1-20240205-0609,2024-02-05 06:24:20,150.0,1187.8,14.45,1.02,8.875,2.712
AL1-20240205-0609,2024-02-05 06:24:40,170.0,1104.3,14.57,1.18,8.567,2.854
AL1-20240205-0749,2024-02-05 07:58:20,-270.0,707.8,17.73,2.15,7.15,1.655
AL1-20240205-0749,2024-02-05 07:58:40,-250.0,723.0,17.24,2.07,7.287,1.847
AL1-20240205-0749,2024-02-05 07:59:00,-230.0,728.5,20.25,2.33,6.855,2.366
AL1-20240205-0749,2024-02-05 07:59:20,-210.0,745.8,19.26,2.13,7.037,1.969
AL1-20240205-0749,2024-02-05 07:59:40,-190.0,788.7,20.86,2.18,6.871,1.453
AL1-20240205-0749,2024-02-05 08:00:00,-170.0,788.5,17.33,1.69,7.634,1.725
